orig_idx,combined_lower,has_unilateral,has_bilateral
3458,"cutaneous ureterostomy bilateral (uro) (uro) # l6 package [sep] bilateral skin ureterostomy, double-sided ureteropening surgery, bilateral urinary conduit procedure, skin-based ureter diversion, two-sided ureter rerouting, bilateral bladder bypass, urinary stoma formation on both sides, combined ureterostomy operation, bilateral urinary channel surgery, skin incision ureter diversion, bilateral rerouting of urinary flow, urinary tract bypass with skin opening [sep] bu, bu bilateral, b-uretero, bilat ureterostomy, bilateral ureterostomy, bilat ureter diversion, bilat skin uretero",0,1
3459,"cutaneous ureterostomy unilateral (uro) (uro) # l5 package [sep] skin opening for ureter diversion, one-sided urinary bypass, unilateral ureteral stoma procedure, external ureter tube surgery, single-side urinary tract rerouting, superficial urinary channel creation, lateral ureterostomy, minimally invasive ureter diversion, ureter bypass (kidney to skin), surgical opening connecting ureter to skin, urinary drainage stoma for one side, ureterectomy with stoma placement [sep] cu, uro-u, ust, ust-l, susa, l-uro, ureterost, uni-uretero, ureter bypass, ureter stoma, u-stoma, superficial ureterost, lateral ureterostomy",1,0
3460,"cystectomy partial including cystoscopy (uro) # l6 package [sep] bladder removal (partial), partial bladder excision, bladder tumor removal, cystectomy (kidney/bladder removal), bladder surgery, bladder removal operation, minimally invasive bladder surgery, bladder surgery with camera (cystoscopy), partial bladder removal with endoscopy, outpatient bladder removal, bladder tumor excision procedure, bladder surgery package [sep] prc cys, partial cystectomy, bladder excision, bladder removal, bladder surgery, minimally invasive cystectomy, outpatient bladder removal, bladder tumor excision, cystoscopy-assisted cystectomy, bladder surgery package, uro partial cystectomy",0,0
3461,"cystectomy radical with illeal conduit # l9 package [sep] bladder removal with urinary rerouting, complete bladder excision with intestine conduit, radical cystectomy and ileal conduit, removal of bladder and urinary diversion, bladder removal surgery with bowel conduit, prostate and bladder removal with urine pathway, major bladder cancer surgery with intestinal channel, surgical removal of bladder and urinary pipe, bladder removal plus intestinal urinary diversion, advanced bladder removal procedure with bowel conduit, abdominal bladder removal with ileal urinary conduit, bladderectomy with reconstructive bowel passage [sep] rc + ureterostomy",0,0
3462,"cystocele mesh repair (uro) # l6 package [sep] bladder prolapse repair using mesh, cystocele surgery with synthetic mesh, female pelvic organ prolapse repair, mesh reinforcement for cystocele, vaginal wall support surgery, urogynecological prolapse fix, mesh-based cystocele correction, pelvic floor strengthening procedure, surgical repair for fallen bladder, mesh implantation for cystocele, cystocele correction in abdominal surgery, minimally invasive prolapse repair [sep] cystomesh, urocystopex, pmr, tvm, pes repair, pelvic floor repair, vm, pop repair, mesh cystocele, vaginal prolapse repair, cystomesh repair, pelvic prolapse fix, l6 cystocele",0,0
3463,"cystocele / rectocele repair # l6 package [sep] bladder prolapse repair, rectal prolapse correction, pelvic organ support surgery, cystocele and rectocele repair, bladder and rectum prolapse surgery, pelvic floor reconstructive procedure, l6 spinal level pelvic surgery, prolapse stabilization procedure, urinary bladder hernia surgery, bowel support restoration, minimally invasive prolapse correction, pelvic girdle repair [sep] cysto-repair, r/o-repair, pelvic recon, pvol-str, bladder prol, rectal prol, pop surg, pelvic floor, l6 pelvic, prolif stab, urin blad her, bowel support, min inv prol, pelvic girdle",0,0
3464,"cystolithalopaxy manual including cystoscopy (uro) # l5 package [sep] bladder stone removal with scope, cystolithalopaxy procedure, urinary bladder stone surgery, cystoscopic bladder stone extraction, minimally invasive bladder stone removal, l5 spinal package for bladder stones, manual cystolithalopaxy with endoscopy, outpatient bladder stone procedure, urinary scope-guided stone extraction, lower back and bladder stone treatment bundle, cystoscope-assisted stone removal for l5, ureteral and bladder stone management [sep] cyslothal, cysloth, bladder stone rem, cysotlh, uro cysto, l5 bladder pack",0,0
3465,"cystolithotomy open # l4 package [sep] larger incision cystolithotomy, open bladder stone removal at l4 level, l4 region surgical bladder stone excision, open surgery for bladder stones near l4, traditional cystolithotomy for l4 area, open removal of bladder stones in lower spine area, l4-level open bladder stone surgery, major surgery to extract bladder stones near l4, conventional cystolithotomy for lower back bladder stones, open incision bladder stone removal at lumbar level, surgical removal of bladder stones through open approach in l4, l4 region open bladder stone operation [sep] cyslot-op, open cys, blad stone open, l4 cystolithotomy, l4 bladder surgery, major cystolithotomy, traditional cystolithotomy, open bladder lithotomy",0,0
3466,"cystolithotripsy (uro) # l4 package [sep] kidney stone-breaking procedure, ureteral stone fragmentation, l4 vertebral level cystolithotripsy, urinary stone laser therapy, bladder stone removal, minimally invasive urinary stone treatment, kidney and bladder stone surgery, lithotripsy for urinary calculi, endoscopic stone disintegration, back-level cystolithotripsy, non-invasive kidney stone procedure, medical laser urinary stone breakup [sep] cystolith, urolith, l4cystolith, ursl, eswl, laserstone, tripsy, endostone, backlevellith, mininvasiveurolith, kidneybladderlith",0,0
3467,"cystoscopy ( diagnostic ) # l2 [sep] bladder scope exam, bladder check-up, urinary bladder inspection, diagnostic bladder endoscopy, cystoscopic investigation, bladder visualization procedure, minimally invasive bladder exam, bladder lining inspection, urinary tract camera scan, outpatient bladder survey, bladder biopsy possibility, non-surgical bladder examination [sep] cysto, diagnostic cysto, bladder scope, urinary tract endoscopy, cystoscopy, urs, cysto dx, bladder exam",0,0
3468,"cystoscopy with clot evacuation # l4 package [sep] bladder examination and removal of blood clots, urinary tract scope with clot removal, bladder camera procedure for blood clots, cystoscopy to evacuate clotted blood, minimally invasive bladder inspection with clot removal, endoscopic bladder procedure for blood clots, bladder scope with clot extraction, outpatient cystoscopy for bleeding clots, rigid cystoscopy with clot evacuation, urethral scope to remove blood clots, bladder visualization and clot removal, l4 package cystoscopy with clot clearance [sep] l4 cysto package",0,0
3469,"detrusor seromyotomy # l6 package [sep] urinary muscle cutting, bladder muscle surgery, detrusor muscle procedure, bladder control operation, internal bladder surgery, s6 nerve site surgery, lower spine bladder procedure, minimally invasive bladder surgery, nerve-related bladder treatment, spinal level six bladder procedure, bladder sphincter operation, functional bladder surgery [sep] detrusorotomy, bladder muscle cut, s6 nerve surgery, bladder sphincter op, bladder control surgery",0,0
3470,"diagnostic laparoscopy ( urology ) # l4 package [sep] minimally invasive bladder exam, urinary tract scope, outpatient pelvic visualization, kidney and bladder exploration, noninvasive internal urinary assessment, robotic urological diagnosis, endoscopic urinary cavity inspection, laparoscopic urology procedure, minimally invasive pelvic surgery, bladder and kidney endoscopy, outpatient urological diagnostics, urinary system visualization procedure [sep] d-lap, uro-lap, uro scoped, uro end, pelv vis, urscope, uro expl, lap uro, min inv lap, bladder end, kid blad biopsy, urinary cavity inspect, uro diag, outpatient uro",0,0
3471,"diagnostic retroperitonoscopy (uro) # l4 package [sep] retroperitoneal diagnostic laparoscopy, retroperitoneal endoscopy, minimally invasive retroperitoneal exam, urinary tract-focused scope, back-of-abdomen scope procedure, l4 region diagnostic procedure, kidney and ureter exploration, non-surgical retroperitoneal check, urinary system imaging via laparoscopy, outpatient retroperitoneal investigation, retroperitoneal visual examination, minimally invasive urinary region assessment [sep] retroperitoneal dx lap, retroperitoneal endoscopy, retroperitoneal exam, uro scope, back-abdomen scope, l4 retroperito, kidney-ureter exploration, retroperitoneal check, urinary scope, outpt retroperitoneal, rp visual exam, retroperitoneal imaging",0,0
3472,"dilatation of urethra (uro) (uro) # l2 package [sep] urethral dilation, urethra stretching, urethra widening procedure, urinary channel expansion, bladder neck relaxation surgery, urethrotomy, minimally invasive urethra treatment, urethral stricture repair, laser urethral dilation, retrograde urethral dilation, urethral cavitation, simple urethra procedure [sep] urodil, urethd, urethstretch, urethwiden, uroexp, uretht, urethr, urethlaser, retrourethd, urethcav, urethstricrep, minurethtx",0,0
3473,"diverticulectomy ( laparoscopic ) unilateral # l6 package [sep] colon diverticulectomy, laparoscopic colon removal, minimally invasive colon excision, unilateral colon surgery, sigmoid colon removal, laparoscopic bowel surgery, single-side colon excision, outpatient colon procedure, laparoscopic colon resection, minimally invasive bowel operation, sigmoid diverticulum removal, laparoscopic l6 segment surgery [sep] ldiv, lapdiv, lse, sigdivre, unilatcolon, lapcolres, l6res, lapbowel, sigdivrem",1,0
3474,"diverticulectomy (uro) # l5 package [sep] diverticulectomy, bladder diverticulum removal, bladder pouch surgery, urinary tract pouch excision, bladder bulge repair, bladder diverticulum operation, l5 spinal decompression and bladder surgery, minimally invasive bladder pouch removal, bladder sac excision, bladder sac removal procedure, urinary pouch excision, surgical treatment for bladder diverticula [sep] diverticulectomy, bladder diverticulum removal, bladder pouch excision, bladder bulge repair, bladder diverticulum op, l5 decompression, bladder sac excise, urinary pouch excision, urinary diverticulectomy, bladder diverticulum surg, bladder pouch removal",0,0
3475,"drainage of perinephric / retroperitoneal abscess (uro) # l4 package [sep] perinephric abscess drainage, retroperitoneal abscess removal, kidney area pus drain, flank abscess surgery, backfano abscess relief, urine-related abscess drainage, l4 region abscess treatment, surgical pus evacuation, kidney surrounding infection drainage, minimally invasive retroperitoneal abscess fix, flank pocket abscess procedure, retroperitoneal infection surgery [sep] perineph abx drain, retroperitoneal abscess drain, kidney pus drainless, flank abscess surgery, retroperitoneal abscess, retroperito abscess, perinephric abscess, rpa drain, kidney infection drain, retroperitoneal infection fix, retroperitoneal pus evac, retroperitoneal infection surgery",0,0
3476,"dynamic mcu (dmcu) # l2 package [sep] cardiac monitoring system, heart function assessment device, telemetry heart monitor, mobile cardiac unit, advanced cardiac module, portable heart monitoring unit, heart rhythm analysis device, compact heart care system, layer 2 communication device, modular cardiac package, cardiac data processing unit, cardiac diagnostic hardware [sep] dmcu, heartmonitor, telemetryunit, mobilecardiac, cardiacmodule, hradevice, heartcaresys, layer2comm, cardiacdataunit, cardiohardware",0,1
3477,"endo pyelotomy (uro) # l5 package [sep] endoscopic pelvic cavity drainage, minimally invasive pelvic fluid removal, bladder and pelvic surgery, l5 spinal region procedure, urinary tract endoscopy, lumbar area pelvis puncture, laparoscopic pelvic cavity decompression, lower back and pelvis surgery, pelvic cavity drainage for l5, ureter and bladder endoscopy, pelvic fluid evacuation procedure, lumbar pelvic minimally invasive surgery [sep] endo pylotomy, pelvic drain, l5 punc, upt, lap pelvic decompression, lumbar pelvis endoscopy, pelvic fluid evac, bladder pelvic endoscopy, ureter bladder endoscopy, pelvic cavity drainage, pelvic cavity decompression",0,0
3478,"endoscopic bladder neck susp (uro) # l5 package [sep] endoscopic bladder neck suspension, minimally invasive bladder sling surgery, bladder neck repair procedure, urethral support surgery, bladder control operation, l5 spinal decompression with bladder support, laparoscopic bladder suspension, bladder neck procedure for incontinence, urinary sphincter lift, bladder neck stabilization, bladder prolapse surgery, robotic bladder support operation [sep] ebns, ubls, bns, urs, bcol, l5d, lblds, bnsc, usl, bnlst, bps, rbs",0,0
3479,"endoscopic realignment of urethra (uro) # l5 package [sep] endoscopic urethral correction, minimally invasive urethra realignment, urethral reconstruction surgery, l5 spinal segment procedure, internal urethra repair, bladder outlet surgery via scope, lower spine and urethra surgery, urethral stricture treatment, endoscopic back and urethra fix, robotic urethra procedure, non-invasive urinary channel correction, spine-urethra realignment surgery [sep] uro realign, endo urethral correction, urethral repair, l5 spine procedure, urethroplasty, endoscopic urethral fix, minimally invasive urethra, bladder outlet repair, spine-urethra realign, robotic urethral surgery, urethral stricture tx",0,0
3480,"endoscopic removal of bladder stone # l4 package [sep] bladder stone removal, cystolithotripsy, endoscopic bladder stone extraction, minimally invasive bladder stone surgery, bladder calculus removal, laparoscopic bladder stone removal, urinary bladder stone extraction, cystoscopic stone removal, bladder stone endoscopy, outpatient bladder stone procedure, endoscopic kidney bladder stone surgery, robotic bladder stone removal [sep] cysto lithotripsy, robotic bladder removal, outpt bladder stone, laparoscopic bladder stone, cysto stone removal",0,0
3481,"endoscopic teflon paste inje (uro) # l3 package [sep] endoscopic teflon paste injection, minimally invasive urethral filling, bladder lining repair procedure, urethral bulking injection, l3 spinal injection therapy, urinary tract procedure, teflon microsurgery, outpatient urethral procedure, urethral bulking treatment, bladder tissue augmentation, retrograde endoscopic injection, package for urethral correction [sep] endo teflon injection, uro teflon paste, l3 bladder injection, urethral bulking, retrograde endoscopic, outpatient urethral, bladder augmentation, urethral correction, minimally invasive urethral, urinary tract procedure",0,0
3482,"endoscopic ureteric meatotomy (uro) # l3 package [sep] endoscopic ureteral meatotomy, minimally invasive ureter opening, ureter widening surgery, ureteral incision via scope, internal ureter surgery, urethral passage enlargement, ureter channel procedure, ureter procedure under endoscope, l3 ureter operation, scope-guided ureter correction, ureteral stricture treatment, internal ureter incision [sep] eu, umeat, endo-u, l3 ureter, ureterotomy, ureter surg, scope u, ureter stricture, endo ureter, ureter procedure",0,0
3483,"epididymal biopsy (uro) # l2 package [sep] epididymis tissue sample, testicular duct biopsy, male reproductive organ sampling, sperm-carrying tube test, scrotal tissue removal, male fertility evaluation, short procedural sample, outpatient epididymal exam, minimally invasive test, l2 protocol biopsy, urological tissue analysis, scrotal biopsy procedure [sep] edb, epididymal bx, epididymis bx, uro epididymis, scrotal bx, male reprod bx, sperm duct bx, outpatient epididymal, minim invasive epididymal, l2 protocol bx",0,0
3484,"epididymal cyst excision - bilateral # l1 package [sep] bilateral epididymal cyst removal, both-sided testicular cyst excision, epididymal cyst surgery on both sides, male reproductive cyst removal, testicular cyst removal surgery, surgical excision of epididymal cysts, cyst removal from epididymis, bilateral testis lump surgery, minimally invasive cyst excision, surgical treatment for epididymal cysts, testicular swelling operation, l1 region epididymal cyst procedure [sep] epididymcy, bilat epididymcy, bilat testis cyst, testis cyst surg, epididymcy exc, l1 epididymcy, minv epididymcy",0,1
3485,"epididymal cyst excision (uro) # l3 package [sep] epididymal cyst removal, sperm cord cyst surgery, scrotal sac cyst excision, testicular appendage cyst procedure, l3 spinal level cyst surgery, urological cyst removal, male reproductive cyst operation, epididymal lesion excision, testicular tube cyst removal, minor scrotal surgery, outpatient cyst excision, microsurgical cyst removal [sep] epididy cyst exc, epididymal cyst removal, scx, testicular cyst excision, scrotal cyst removal, microsurgical cyst, uro cyst removal, outpatient cyst excision, male reproductive cyst",0,0
3486,"epididymectomy - bilateral (uro) # l4 package [sep] bilateral sperm cord removal, both-sided vas deferens surgery, uro epididymectomy, testicular tube excision, male reproductive organ surgery, surgery to remove epididymis on both sides, simplifying male fertility procedure, comprehensive scrotal block surgery, outpatient male sterilization procedure, l4-level genital surgery, bilateral testicular duct removal, male reproductive system operation [sep] bilateral epididymectomy, bilateral epididym, uro epididymectomy, uro testicular surgery, bilateral vasectomy, l4 genital surgery, outpatient male sterilization",0,1
3487,"epididymectomy/spermatocelectomy - right # l3 package [sep] testicular sperm removal, right side epididymis removal, surgical removal of epididymis, spermatoceles treatment, male fertility surgery, testicular duct surgery, minimally invasive sperm removal, open epididymectomy, right scrotal surgery, sperm reservoir surgery, surgical correction for sperm cysts, scrotal procedure for sperm block [sep] epidid, r epididymectomy, sperm removal, spermatoceles tx, male fertility surg, testicular duct surg, open epidid, r scrotal surg, sperm reservoir surg, sperm cyst correction, scrotal sperm procedure",0,0
3488,"epididymectomy - unilateral (uro) # l3 package [sep] unilateral sperm cord removal, one-sided vasectomy, single epididymectomy, male reproductive surgery, male sterilization procedure, uro epididymectomy, sperm tube removal, outpatient testicular procedure, minimally invasive male sterilization, surgical removal of epididymis on one side, uro male sterilization package, adult male infertility surgery [sep] uro epididymectomy, uro epidid, uni epididymectomy, unilateral sperm removal, male vasectomy, outpatient epididymectomy, male sterilization, testicular surgery, edx, unilateral sperm cord, adult male sterilization",1,0
3489,"epididymo vasostomy bilateral (uro) # l4 package [sep] bilateral vas deferens surgery, both-side vasectomy, male reproductive duct procedure, surgical blocking of tubes, sterilization surgery, tubal ligation in men, vasectomy for fertility control, male sterilization operation, outpatient vas deferens surgery, surgical sterilization for men, bilateral male tube blockage, urological sterilization procedure [sep] bvv, bvvas, bilat vas, uro vas, vasectomy, bvds, med sterilization, vasectomy surg, male steril, outpatient vas, bilateral vas, vasicle occlusion",0,1
3490,"epididymo vasostomy unilateral (uro) # l3 package [sep] testicular duct surgery, vasectomy on one side, male sterilization procedure, single-sided vasectomy, urological blockage correction, male fertility control, outpatient vasovasostomy, minimally invasive testicular procedure, male reproductive tract surgery, hospital vasostomy operation, surgical link for vas deferens, urological outpatient package [sep] vaso uni, uro vasostomy, vasectomy unilat, m-vasectomy, vas deferens surgery, vas uni procedure, outpatient vas, uro vasostomy package",1,0
3491,"epispadias repair stage ii (uro) (uro) # l7 package [sep] penile hypospadias correction, urethral meatal repositioning, stage 2 hypospadias repair, male genital reconstruction, advanced hypospadias surgery, urethral opening correction, pediatric urethra surgery, penile deformity correction, outpatient hypospadias procedure, surgical correction of urethral opening, urologic hypospadias repair, hypospadias surgical package [sep] epispadias stage ii, hypospadias repair, hypospadias surg, urethroplasty, penile reconstruction, pedi uro repair, hypospadias stage 2",0,1
3492,"epispadius repair stage i (uro) # l7 package [sep] epispadias repair, urethral reconstruction, epispadius correction, urethroplasty surgery, repair of penile opening, urethral defect correction, surgical treatment for epispadias, minimally invasive epispadial repair, bladder outlet correction, urethral anatomy surgery, surgical repair for urinary opening, urological reconstructive procedure [sep] epispr, urethrecon, epirep, urorepair, urethol, urethralx",0,0
3493,"espispadias repair # l6 package [sep] penile hypospadias correction, urethral opening surgery, congenital penile defect repair, surgical repair of urethral misplacement, pediatric hypospadias fix, male genital reconstruction, urethroplasty procedure, outpatient penile correction, minimally invasive hypospadias surgery, urethral meatus repositioning, surgical repair for birth defect, genital reconstructive surgery [sep] hypospad, hypospad repair, penile hypospad, urethroplasty, urethral repair, genital reconstruction, outpatient hypospad, male genital surgery, pediatric hypospad, urethral correction, urethral meatus relocation",0,0
3494,"extrophy bladder repair (uro) # l6 package [sep] bladder enlargement repair, bladder prolapse correction, urinary bladder reconstruction, bladder outlet restoration, bladder prolapse surgery, minimally invasive bladder repair, robotic bladder surgery, urinary system repair, lower back procedure for bladder, l6 vertebra procedure, ureter bladder surgery, hospital bladder repair package [sep] extblad, blad enlarge, blad prolapse, ub reconstruction, blad outlet, blad surgery, min invasive blad, robot blad, urinary repair, l6 back procedure, ureter blad, blad repair pkg",0,0
3495,"foreign body removal ( cystoscopic ) # l3 package [sep] urinary tract foreign body removal, cystoscopic foreign object extraction, bladder foreign body extraction, minimally invasive foreign body removal, bladder stone or foreign object removal, endoscopic foreign body retrieval, urethral foreign body extraction, non-surgical bladder foreign body removal, hospital foreign body removal procedure, cystoscopy-based foreign body removal, inner bladder object removal, urethra-based foreign body extraction [sep] fbr, cystofbr, ubf, mininv fbr, bladfbr, endofbr, urethralfbr, nonsurgfbr, innerbladfbr, urethrafbr",0,0
3496,"fournier's gangrene debridement (uro) (uro) # l3 package [sep] {""annotations"":[], ""refusal"":null, ""role"":""assistant""} [sep] fg debridement, uro debridement, fournier's debr, fournier's gangrene, l3 debr, fournier's package",0,0
3497,"frenuloplasty (uro) # l2 package [sep] foreskin reconstruction, penile frenulum surgery, frenuloplasty for men, male lip correction, penile tie release, penial frenulum repair, foreskin lengthening procedure, genital frenula surgery, outpatient frenuloplasty, minimally invasive frenulum release, penile fold correction, urological frenecto my [sep] frenoplast, frenulo, pde, urofrenuloplasty, penfrenre, malelipc, frenuloplasty, genfren, outpfren, mininvfren, penfoldc, urofrenct, frenectomy",0,0
3498,"genitoplasty + sigmoid neovaginoplasty # l9 package [sep] genitoplasty, vaginoplasty, sigmoid colon neovagina creation, female genital reconstructive surgery, reconstructive vaginal surgery, sigmoid-based neovaginal reconstruction, gender affirmation genital surgery, neo-vaginal augmentation, minimally invasive vaginoplasty, sigmoid conduit vaginal formation, surgical repair of genital structures, genital reconstruction package [sep] genitoplasty, sigmoidneovag, gynoreconst, sigmoidvag, fgrs, neovagaug, mivaginoplasty, genreconst, genderaffirm, sigmoidvagrebuild",0,0
3499,"glanulo-cavernous shunt # l3 package [sep] penile venous shunt, cavernous vein bypass, erectile dysfunction surgery, penile blood flow restoration, shunt procedure for erectile issues, intracavernosal bypass, surgical connection between corpora cavernosa and venous system, minimally invasive penile shunt, l3 spinal level penile surgery, venous leak repair, erectile blood drainage procedure, specialized genital shunt [sep] gc shunt, penile venous shunt, cavernous vein bypass, ed shunt, intracavernosal bypass, penile shunt l3, venous leak repair, ed blood drainage, genital shunt",0,0
3500,"greenlight laser prostatectomy # l7 package [sep] laser prostate removal, greenlight prostate surgery, minimally invasive prostate ablation, laser prostatectomy, laser prostate procedure, outpatient prostate laser treatment, prostate gland laser surgery, greenlight laser for prostate, prostate cancer laser removal, laser-based prostate operation, prostate tissue vaporization, laser therapy for enlarged prostate [sep] glp, greenlight laser, laser prostatectomy, lrp, laser prostate ablation, greenlight turp, pvp, laser prostate surgery",0,0
3501,"holep large gland # l7 [sep] benign prostatic hyperplasia laser enucleation, holmium laser prostate removal, large prostate gland surgery, laparoscopic prostate gland excision, minimally invasive prostate tissue removal, holmium enucleation of the prostate, enlarged prostate operation, laser prostate surgery for big glands, urologic laser gland procedure, robotic prostate gland removal, bph laser surgery, prostate tissue removal for large glands [sep] holep, lgp, bph laser, laser prostate, laser prostate removal, holmium enucleation, lgp enucleation, robotic prostatectomy, large gland surgery, prostate laser, bph laser enucleation",0,0
3502,"holep small gland # l6 [sep] benign prostatic hyperplasia laser enucleation, holmium laser prostate removal, small gland prostate surgery, l6 vertebral level procedure, minimally invasive prostatectomy, laser ablation of enlarged prostate, endoscopic gland enucleation, non-invasive prostate treatment, holmium laser procedure for prostate, gland surgery at l6 level, laser prostate surgery for small glands, robotic prostate removal [sep] holep, bph laser enucleation, holmium laser prostate, minip, l6 prostate, laser prostatectomy, endo prostate removal, rp, laser gland enucleation, robotic prostate, holmium prostate, small gland prostate, minimally invasive prostatectomy",0,0
3503,"holep small gland # l6 package [sep] benign prostatic hyperplasia laser procedure, minimally invasive prostate surgery, prostate gland removal via laser, prostate tissue vaporization, laser prostatectomy, small gland prostate operation, prostate gland treatment package, endoscopic prostate surgery, luts relief surgery, outpatient prostate laser procedure, laser ablation of prostate, laser-based prostate gland removal [sep] holep, bph laser, tup, lvp, laser prostatectomy, small gland prostate, prostate vaporization, outpatient prostate laser, laser ablation prostate, endoscopic prostate surgery",0,0
3504,"holmium laser ureterotomy # l6 package [sep] holmium laser ureter cutting, laser surgery to unblock ureter, holmium laser stone removal, laser ureter procedure, minimally invasive ureter surgery, ureter repair with laser, holmium laser lithotripsy, laser-based urinary tract surgery, endoscopic ureter treatment, laser surgery for ureter block, ureter opening with laser, holmium laser endourological procedure [sep] holmium laser ureterotomy, holmium laser ureter, laser ureterotomy, holmium laser lithotripsy, laser ureter surgery, endoscopic ureter treatment, minimally invasive ureter, laser ureter repair, ureter laser procedure, laser-assisted ureterotomy, holmium laser endourology",0,0
3505,"hydrocelectomy bilateral (uro) (uro) # l5 package [sep] bilateral hydrocelectomy, both-sided scrotal cyst removal, surgical repair of fluid-filled sacs in both testes, removal of testicular fluid cysts on both sides, uro hydrocele surgery, l5 spinal package, lower back surgical bundle, spine and testicle procedure combo, dual hydrocele operation, comprehensive groin fluid cyst treatment, minimally invasive bilateral hydrocelectomy, multi-level spinal and groin surgery [sep] hydrocele bilateral, hydrocelectomy bilateral, b/l hydrocele, bilateral hydrocelectomy, uro hydrocele, l5 spine package, l5 spine bundle, dual hydrocele, groin cyst removal, minimally invasive hydrocele, multi-level spine/groin surgery",0,1
3506,"hydrocelectomy unilateral (uro) (uro) # l3 package [sep] unilateral hydrocelectomy, one-sided scrotal cyst removal, single testicle sac operation, male hydrocele surgery, outpatient testicular fluid removal, laparoscopic hydrocelectomy, uro hydrocele procedure, surgical correction for hydrocele, isolated hydrocele repair, groin cyst excision, minimally invasive testicular cyst removal, single-side testis surgery [sep] hydroceleu, unihydrocelectomy, uro hydrocele, hydrocele sx, hydrocelectomy laparoscopic, hydrocele repair, testicular cyst removal, scrotal surgery",1,0
3507,"hypospadias repair stage ii (uro) # l6 package [sep] hypospadias surgery, penile urethral repair, urethroplasty for hypospadias, pediatric genital reconstruction, circumcision and hypospadias correction, urethral opening correction, stage 2 hypospadias correction, uroplasty procedure, hypospadias repair kit, urologic reconstructive surgery, l6 hypospadias module, hypospadias repair for boys [sep] hypospadias repair, hypospad i, uroplasty stage 2, hypospadias correction, penile urethroplasty, pediatric hypospadias, hypospadias kit, urethroplasty l6",0,1
3508,"hypospadias repair stage i (uro) # l6 package [sep] hypospadias surgery, penile urethroplasty, congenital urethral correction, urethral opening repair, pediatric urethral surgery, stage 1 hypospadias treatment, minimally invasive hypospadias repair, outpatient penile correction, urethral reconstruction for hypospadias, urostage i hypospadias procedure, penile resection with urethral reconstruction, surgical patch for penile urethra [sep] hypospadias repair, hypospad i, urostage i, hypospadias surg, penile urethroplasty, urethral repair, hypospad repair, urostage 1, urethroplasty, hypospadias surgery, penile correction, urethral reconstruction",1,0
3509,"ileal conduit diversion # l3 package [sep] small intestine urinary diversion, ileal conduit surgery, bladder replacement with intestine, urinary tract rerouting, urinary diversion procedure, bowel-based urinary channel, ileal conduit creation, urinary system rerouting, urinary diversion surgery, intestinal conduit procedure, urinary diversion for bladder removal, urinary diversion using ileum [sep] ic, i-cd, ileal conduit, urinary diversion, bowel conduit, urinary rerouting, ileal loop, urinary channel, ureterostomy, ileal conduit surgery",0,0
3510,"ileal conduit (uro) # l7 package [sep] small intestine urinary diversion, ileal conduit surgery, bladder replacement with intestine, urinary pipe from intestine, urological intestinal bypass, ileal channel urinary tract, bowel-based urinary diversion, small bowel conduit, ureter-to-skin conduit procedure, urinary diversion surgery, ureteral conduit operation, ileal urinary conduit (uro) [sep] ic, ileal conduit, urostomy, iu, ureteral conduit, ucc, small bowel conduit, bowel urinary diversion, ileal uc, uro conduit, ureter-to-skin, ugi, ureteric conduit",0,0
3511,"ileal neobladder (uro) # l7 package [sep] ileal urinary reservoir, new bladder using small intestine, bladder reconstruction, urinary diversion surgery, internal bladder rebuild, intestinal bladder substitute, neobladder reconstruction, surgical urinary pouch, urinary reservoir procedure, bladder replacement, minimally invasive neobladder, uro neobladder procedure [sep] ilealneobladder, uro nb, il neobladder, urinary diversion, bladder reconstruction, intestinal bladder, uroneobladder, bladder pouch, urinary reservoir, neobladder surgery, min inv neobladder, uro nb proc",0,0
3512,"ileal replacement of ureter (uro) # l7 package [sep] small intestine ureter replacement, ileal ureter reconstruction, intestinal pipe transplant for ureter, bowel segment repair of urinary channel, ileal conduit surgery, bowel segment urinary bypass, intestinal graft for ureter, urinary tract reconstruction with bowel, bowel segment ureter substitution, intestinal transplant to restore urinary flow, bowel segment bladder drainage, bowel-based ureter repair [sep] ileu, iu, ileal ureter, ur-repl, ileal conduit, bowel ureter, intestinal ureter, ileal urinary recon, bowel segment repl, ureter trans, urinary bowel repl, bowel ureter bypass, intestinal graft ureter",0,0
3513,"ileo caeco cytoplasty # l6 package [sep] small intestine reconstruction, ileocecal resection, ileo-cescal pouch surgery, intestinal bypass procedure, lower intestinal surgery, belly button bowel repair, l6 spinal level operation, ileo-cecal valve removal, minimally invasive bowel procedure, suture of the ileocecal area, intestinal tissue reconstruction, abdominal bowel surgery [sep] ileo cea cyto, ileocecal resection, ileo-cecal pouch, small bowel bypass, lower gi surgery, l6 level operation, ileo-cecal valve removal, minimally invasive bowel, intestinal repair, ileo-cecal tissue reconstruction",0,0
3514,"ileo-inguinal node dissection - bilateral (uro) # l6 package [sep] bilateral groin lymph node removal, both sides inguinal lymph node surgery, ileo-inguinal node biopsy, bilateral groin dissection, uro anatomy lymph surgery, l6 region lymph removal, dual-side groin node excision, laparoscopic groin node procedure, inguinal lymphadenectomy for urethral cancer, bilateral groin lymph clearance, groin lymph node removal surgery, comprehensive groin lymph node dissection [sep] bil groin lymphadenectomy, laparoscopic groin ln, groin ln removal, bilateral groin dissection",0,1
